,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Day,Weekday,Discounted Price
4306,2022-02-13,S001,P0007,Groceries,North,255,61,0,20.61,15,Snowy,1,18.19,Winter,0,76,2022,2,13,Sunday,17.5185
4307,2022-02-13,S001,P0008,Electronics,North,89,83,79,40.85,10,Snowy,0,40.46,Winter,0,83,2022,2,13,Sunday,36.765
4308,2022-02-13,S001,P0009,Clothing,North,178,66,0,83.15,0,Snowy,0,98.58,Winter,0,75,2022,2,13,Sunday,83.15
4309,2022-02-13,S001,P0010,Furniture,North,298,117,0,125.66,20,Snowy,1,136.67,Winter,0,137,2022,2,13,Sunday,100.528
4310,2022-02-13,S001,P0011,Furniture,North,247,33,0,143.65,0,Snowy,0,139.72,Winter,0,30,2022,2,13,Sunday,143.65
4311,2022-02-13,S001,P0012,Groceries,North,191,191,0,94.99,20,Snowy,1,83.36,Winter,0,208,2022,2,13,Sunday,75.992
4312,2022-02-13,S001,P0013,Toys,North,172,155,131,35.46,10,Snowy,0,33.22,Winter,0,133,2022,2,13,Sunday,31.914
4313,2022-02-13,S001,P0014,Groceries,North,455,102,0,66.91,10,Snowy,0,71.77,Winter,0,104,2022,2,13,Sunday,60.219
4314,2022-02-13,S001,P0015,Toys,North,144,75,74,13.14,15,Snowy,1,14.17,Winter,0,84,2022,2,13,Sunday,11.169
4315,2022-02-13,S001,P0016,Groceries,North,629,94,0,35.56,10,Snowy,0,33.61,Winter,0,88,2022,2,13,Sunday,32.004000000000005
4316,2022-02-13,S001,P0017,Toys,North,87,74,56,20.3,5,Snowy,0,18.19,Winter,0,63,2022,2,13,Sunday,19.285
4317,2022-02-13,S001,P0018,Groceries,North,144,88,98,63.28,0,Snowy,0,58.43,Winter,0,95,2022,2,13,Sunday,63.28
4318,2022-02-13,S001,P0019,Furniture,North,136,85,85,112.0,10,Snowy,1,106.67,Winter,0,88,2022,2,13,Sunday,100.8
4319,2022-02-13,S001,P0020,Furniture,North,196,76,0,121.65,10,Snowy,1,110.75,Winter,0,96,2022,2,13,Sunday,109.48500000000001
4320,2022-02-13,S002,P0001,Groceries,South,565,147,580,104.06,0,Snowy,0,99.76,Winter,0,165,2022,2,13,Sunday,104.06
4321,2022-02-13,S002,P0002,Toys,South,487,105,0,35.65,0,Snowy,0,32.62,Winter,0,102,2022,2,13,Sunday,35.65
4322,2022-02-13,S002,P0003,Groceries,South,316,127,429,87.82,10,Snowy,1,94.04,Winter,0,160,2022,2,13,Sunday,79.038
4323,2022-02-13,S002,P0004,Groceries,South,322,56,0,39.56,5,Snowy,0,38.43,Winter,0,79,2022,2,13,Sunday,37.582
4324,2022-02-13,S002,P0005,Electronics,South,271,151,0,96.91,10,Snowy,1,104.97,Winter,0,144,2022,2,13,Sunday,87.219
4325,2022-02-13,S002,P0006,Clothing,South,206,120,0,68.55,5,Snowy,0,62.17,Winter,0,109,2022,2,13,Sunday,65.12249999999999
4326,2022-02-13,S002,P0007,Toys,South,126,101,0,25.9,20,Snowy,1,29.55,Winter,0,136,2022,2,13,Sunday,20.72
4327,2022-02-13,S002,P0008,Groceries,South,89,89,116,27.86,0,Snowy,0,32.14,Winter,0,122,2022,2,13,Sunday,27.86
4328,2022-02-13,S002,P0009,Groceries,South,295,48,0,52.38,10,Snowy,0,61.38,Winter,0,78,2022,2,13,Sunday,47.142
4329,2022-02-13,S002,P0010,Groceries,South,104,91,107,74.07,20,Snowy,1,70.13,Winter,0,95,2022,2,13,Sunday,59.256
4330,2022-02-13,S002,P0011,Groceries,South,588,108,0,114.53,5,Snowy,0,125.4,Winter,0,178,2022,2,13,Sunday,108.8035
4331,2022-02-13,S002,P0012,Electronics,South,570,115,0,60.22,15,Snowy,1,68.78,Winter,0,104,2022,2,13,Sunday,51.187
4332,2022-02-13,S002,P0013,Groceries,South,406,81,303,24.73,0,Snowy,0,21.57,Winter,0,116,2022,2,13,Sunday,24.73
4333,2022-02-13,S002,P0014,Electronics,South,730,41,0,97.56,10,Snowy,0,105.57,Winter,0,56,2022,2,13,Sunday,87.804
4334,2022-02-13,S002,P0015,Clothing,South,180,67,0,53.57,15,Snowy,1,58.64,Winter,0,71,2022,2,13,Sunday,45.5345
4335,2022-02-13,S002,P0016,Clothing,South,151,63,0,74.84,10,Snowy,0,64.9,Winter,0,63,2022,2,13,Sunday,67.35600000000001
4336,2022-02-13,S002,P0017,Toys,South,128,54,0,19.88,0,Snowy,0,21.71,Winter,0,79,2022,2,13,Sunday,19.88
4337,2022-02-13,S002,P0018,Clothing,South,122,122,108,28.99,10,Snowy,0,24.84,Winter,0,125,2022,2,13,Sunday,26.090999999999998
4338,2022-02-13,S002,P0019,Clothing,South,583,97,511,78.43,20,Snowy,1,84.12,Winter,0,131,2022,2,13,Sunday,62.74400000000001
4339,2022-02-13,S002,P0020,Furniture,South,285,66,0,123.43,10,Snowy,1,146.99,Winter,0,91,2022,2,13,Sunday,111.087
4340,2022-02-13,S003,P0001,Toys,East,442,53,0,15.78,0,Cloudy,0,18.82,Winter,0,76,2022,2,13,Sunday,15.78
4341,2022-02-13,S003,P0002,Groceries,East,627,93,0,57.49,5,Cloudy,0,66.66,Winter,0,121,2022,2,13,Sunday,54.6155
4342,2022-02-13,S003,P0003,Electronics,East,137,109,175,100.59,15,Cloudy,1,88.96,Winter,0,172,2022,2,13,Sunday,85.50150000000001
4343,2022-02-13,S003,P0004,Groceries,East,306,79,0,19.43,10,Cloudy,0,23.33,Winter,0,78,2022,2,13,Sunday,17.487000000000002
4344,2022-02-13,S003,P0005,Toys,East,803,210,653,23.4,25,Cloudy,1,22.47,Winter,0,187,2022,2,13,Sunday,17.549999999999997
4345,2022-02-13,S003,P0006,Toys,East,118,25,0,26.66,10,Cloudy,0,29.92,Winter,0,22,2022,2,13,Sunday,23.994
4346,2022-02-13,S003,P0007,Groceries,East,803,150,0,15.22,20,Cloudy,1,18.3,Winter,0,149,2022,2,13,Sunday,12.176000000000002
4347,2022-02-13,S003,P0008,Clothing,East,217,146,0,130.38,0,Cloudy,0,140.68,Winter,0,134,2022,2,13,Sunday,130.38
4348,2022-02-13,S003,P0009,Groceries,East,92,92,119,53.09,10,Cloudy,0,56.74,Winter,0,125,2022,2,13,Sunday,47.781000000000006
4349,2022-02-13,S003,P0010,Groceries,East,139,113,141,38.68,25,Cloudy,1,38.33,Winter,0,174,2022,2,13,Sunday,29.009999999999998
4350,2022-02-13,S003,P0011,Electronics,East,477,76,0,105.36,10,Cloudy,0,123.64,Winter,0,79,2022,2,13,Sunday,94.824
4351,2022-02-13,S003,P0012,Furniture,East,125,57,0,83.86,15,Cloudy,1,96.57,Winter,0,74,2022,2,13,Sunday,71.28099999999999
4352,2022-02-13,S003,P0013,Groceries,East,336,149,0,81.42,0,Cloudy,0,94.12,Winter,0,134,2022,2,13,Sunday,81.42
4353,2022-02-13,S003,P0014,Groceries,East,521,81,0,88.03,0,Cloudy,0,104.1,Winter,0,76,2022,2,13,Sunday,88.03
4354,2022-02-13,S003,P0015,Groceries,East,1012,246,0,109.56,20,Cloudy,1,130.9,Winter,0,218,2022,2,13,Sunday,87.64800000000001
4355,2022-02-13,S003,P0016,Electronics,East,265,114,0,101.74,10,Cloudy,0,100.95,Winter,0,117,2022,2,13,Sunday,91.566
4356,2022-02-13,S003,P0017,Furniture,East,410,77,0,116.73,5,Cloudy,0,140.74,Winter,0,78,2022,2,13,Sunday,110.8935
4357,2022-02-13,S003,P0018,Furniture,East,108,108,484,144.68,10,Cloudy,0,174.59,Winter,0,129,2022,2,13,Sunday,130.21200000000002
4358,2022-02-13,S003,P0019,Groceries,East,113,113,119,56.56,15,Cloudy,1,49.81,Winter,0,142,2022,2,13,Sunday,48.076
4359,2022-02-13,S003,P0020,Clothing,East,0,0,0,65.74,15,Cloudy,1,58.14,Winter,0,92,2022,2,13,Sunday,55.87899999999999
4360,2022-02-13,S004,P0001,Groceries,West,173,165,0,14.08,0,Cloudy,0,12.32,Winter,0,160,2022,2,13,Sunday,14.08
4361,2022-02-13,S004,P0002,Groceries,West,625,168,0,26.5,5,Cloudy,0,30.14,Winter,0,211,2022,2,13,Sunday,25.174999999999997
4362,2022-02-13,S004,P0003,Furniture,West,536,77,0,118.11,15,Cloudy,1,140.81,Winter,0,73,2022,2,13,Sunday,100.3935
4363,2022-02-13,S004,P0004,Groceries,West,722,55,0,53.2,0,Cloudy,0,50.33,Winter,0,80,2022,2,13,Sunday,53.2
4364,2022-02-13,S004,P0005,Clothing,West,144,112,134,66.61,25,Cloudy,1,63.79,Winter,0,142,2022,2,13,Sunday,49.957499999999996
4365,2022-02-13,S004,P0006,Groceries,West,160,150,0,46.32,5,Cloudy,0,40.4,Winter,0,179,2022,2,13,Sunday,44.004
4366,2022-02-13,S004,P0007,Groceries,West,202,116,0,26.72,25,Cloudy,1,28.65,Winter,0,171,2022,2,13,Sunday,20.04
4367,2022-02-13,S004,P0008,Furniture,West,88,41,71,93.49,0,Cloudy,0,106.68,Winter,0,60,2022,2,13,Sunday,93.49
4368,2022-02-13,S004,P0009,Clothing,West,515,77,0,134.16,0,Cloudy,0,131.07,Winter,0,127,2022,2,13,Sunday,134.16
4369,2022-02-13,S004,P0010,Groceries,West,594,87,490,25.07,20,Cloudy,1,22.24,Winter,0,143,2022,2,13,Sunday,20.056
4370,2022-02-13,S004,P0011,Clothing,West,849,131,0,64.63,5,Cloudy,0,69.35,Winter,0,137,2022,2,13,Sunday,61.39849999999999
4371,2022-02-13,S004,P0012,Electronics,West,75,75,148,117.76,20,Cloudy,1,117.17,Winter,0,159,2022,2,13,Sunday,94.20800000000001
4372,2022-02-13,S004,P0013,Groceries,West,634,44,0,18.07,5,Cloudy,0,16.73,Winter,0,61,2022,2,13,Sunday,17.1665
4373,2022-02-13,S004,P0014,Furniture,West,236,90,168,168.12,10,Cloudy,0,148.94,Winter,0,91,2022,2,13,Sunday,151.30800000000002
4374,2022-02-13,S004,P0015,Furniture,West,255,119,286,85.41,20,Cloudy,1,98.8,Winter,0,103,2022,2,13,Sunday,68.328
4375,2022-02-13,S004,P0016,Furniture,West,154,52,0,96.52,10,Cloudy,0,102.37,Winter,0,49,2022,2,13,Sunday,86.868
4376,2022-02-13,S004,P0017,Clothing,West,101,77,109,87.41,10,Cloudy,0,99.81,Winter,0,94,2022,2,13,Sunday,78.669
4377,2022-02-13,S004,P0018,Furniture,West,75,43,63,156.88,0,Cloudy,0,182.27,Winter,0,66,2022,2,13,Sunday,156.88
4378,2022-02-13,S004,P0019,Clothing,West,118,83,147,57.75,20,Cloudy,1,49.37,Winter,0,138,2022,2,13,Sunday,46.2
4379,2022-02-13,S004,P0020,Furniture,West,45,45,283,121.6,20,Cloudy,1,128.65,Winter,0,119,2022,2,13,Sunday,97.28
4380,2022-02-13,S005,P0001,Groceries,North,205,44,0,10.37,5,Snowy,0,9.21,Winter,0,56,2022,2,13,Sunday,9.851499999999998
4381,2022-02-13,S005,P0002,Electronics,North,331,96,0,40.46,5,Snowy,0,38.33,Winter,0,88,2022,2,13,Sunday,38.437
4382,2022-02-13,S005,P0003,Toys,North,214,48,0,22.32,20,Snowy,1,24.55,Winter,0,72,2022,2,13,Sunday,17.856
4383,2022-02-13,S005,P0004,Groceries,North,209,28,0,5.81,10,Snowy,0,5.56,Winter,0,36,2022,2,13,Sunday,5.229
4384,2022-02-13,S005,P0005,Groceries,North,294,84,278,15.36,15,Snowy,1,17.67,Winter,0,130,2022,2,13,Sunday,13.056
4385,2022-02-13,S005,P0006,Groceries,North,398,46,0,49.54,0,Snowy,0,55.41,Winter,0,47,2022,2,13,Sunday,49.54
4386,2022-02-13,S005,P0007,Groceries,North,87,86,0,80.64,10,Snowy,1,96.18,Winter,0,125,2022,2,13,Sunday,72.57600000000001
4387,2022-02-13,S005,P0008,Groceries,North,134,31,0,47.9,10,Snowy,0,54.39,Winter,0,52,2022,2,13,Sunday,43.11
4388,2022-02-13,S005,P0009,Groceries,North,47,47,0,96.51,0,Snowy,0,102.94,Winter,0,100,2022,2,13,Sunday,96.51
4389,2022-02-13,S005,P0010,Groceries,North,1068,74,0,44.55,20,Snowy,1,53.32,Winter,0,77,2022,2,13,Sunday,35.64
4390,2022-02-13,S005,P0011,Electronics,North,485,38,0,67.67,0,Snowy,0,67.3,Winter,0,35,2022,2,13,Sunday,67.67
4391,2022-02-13,S005,P0012,Furniture,North,237,82,0,114.4,20,Snowy,1,100.26,Winter,0,89,2022,2,13,Sunday,91.52000000000001
4392,2022-02-13,S005,P0013,Groceries,North,281,78,0,82.42,5,Snowy,0,78.73,Winter,0,130,2022,2,13,Sunday,78.29899999999999
4393,2022-02-13,S005,P0014,Furniture,North,422,48,0,163.33,5,Snowy,0,155.3,Winter,0,71,2022,2,13,Sunday,155.1635
4394,2022-02-13,S005,P0015,Groceries,North,0,0,403,53.02,25,Snowy,1,57.53,Winter,0,222,2022,2,13,Sunday,39.765
4395,2022-02-13,S005,P0016,Toys,North,757,48,0,32.76,5,Snowy,0,32.36,Winter,0,76,2022,2,13,Sunday,31.121999999999996
4396,2022-02-13,S005,P0017,Toys,North,190,66,0,32.78,5,Snowy,0,36.32,Winter,0,70,2022,2,13,Sunday,31.141
4397,2022-02-13,S005,P0018,Clothing,North,111,103,106,22.43,5,Snowy,0,25.92,Winter,0,120,2022,2,13,Sunday,21.3085
4398,2022-02-13,S005,P0019,Furniture,North,152,40,134,106.14,25,Snowy,1,104.29,Winter,0,64,2022,2,13,Sunday,79.605
4399,2022-02-13,S005,P0020,Toys,North,177,76,0,29.55,10,Snowy,1,29.0,Winter,0,98,2022,2,13,Sunday,26.595000000000002
4400,2022-02-14,S001,P0001,Electronics,North,490,54,0,60.31,10,Snowy,0,53.53,Winter,0,61,2022,2,14,Monday,54.279
4401,2022-02-14,S001,P0002,Clothing,North,264,185,0,71.22,20,Snowy,1,71.18,Winter,0,184,2022,2,14,Monday,56.976
4402,2022-02-14,S001,P0003,Clothing,North,1300,52,0,45.76,10,Snowy,0,51.8,Winter,0,72,2022,2,14,Monday,41.184
4403,2022-02-14,S001,P0004,Electronics,North,392,46,0,74.14,25,Snowy,1,65.22,Winter,0,56,2022,2,14,Monday,55.605000000000004
4404,2022-02-14,S001,P0005,Groceries,North,649,91,0,54.26,20,Snowy,1,60.86,Winter,0,142,2022,2,14,Monday,43.408
4405,2022-02-14,S001,P0006,Toys,North,165,57,0,38.27,10,Snowy,0,33.79,Winter,0,90,2022,2,14,Monday,34.443000000000005
4406,2022-02-14,S001,P0007,Groceries,North,763,84,0,21.13,20,Snowy,1,24.19,Winter,0,117,2022,2,14,Monday,16.904
4407,2022-02-14,S001,P0008,Electronics,North,85,85,170,45.0,15,Snowy,1,48.51,Winter,0,149,2022,2,14,Monday,38.25
4408,2022-02-14,S001,P0009,Clothing,North,112,112,161,89.18,25,Snowy,1,94.3,Winter,0,195,2022,2,14,Monday,66.885
4409,2022-02-14,S001,P0010,Furniture,North,829,108,0,129.65,15,Snowy,1,120.17,Winter,0,111,2022,2,14,Monday,110.2025
4410,2022-02-14,S001,P0011,Furniture,North,214,109,183,145.91,20,Snowy,1,163.26,Winter,0,109,2022,2,14,Monday,116.72800000000001
4411,2022-02-14,S001,P0012,Groceries,North,371,102,0,80.93,5,Snowy,0,93.13,Winter,0,107,2022,2,14,Monday,76.8835
4412,2022-02-14,S001,P0013,Toys,North,148,69,0,27.53,10,Snowy,0,30.71,Winter,0,71,2022,2,14,Monday,24.777
4413,2022-02-14,S001,P0014,Groceries,North,353,49,0,57.37,15,Snowy,1,68.32,Winter,0,76,2022,2,14,Monday,48.7645
4414,2022-02-14,S001,P0015,Toys,North,143,143,209,16.73,20,Snowy,1,18.35,Winter,0,185,2022,2,14,Monday,13.384
4415,2022-02-14,S001,P0016,Groceries,North,535,155,0,38.99,15,Snowy,1,36.05,Winter,0,135,2022,2,14,Monday,33.1415
4416,2022-02-14,S001,P0017,Toys,North,69,24,50,16.28,10,Snowy,0,18.55,Winter,0,33,2022,2,14,Monday,14.652000000000001
4417,2022-02-14,S001,P0018,Groceries,North,154,111,120,57.4,10,Snowy,0,62.32,Winter,0,113,2022,2,14,Monday,51.66
4418,2022-02-14,S001,P0019,Furniture,North,136,59,0,98.0,10,Snowy,1,115.65,Winter,0,65,2022,2,14,Monday,88.2
4419,2022-02-14,S001,P0020,Furniture,North,625,63,0,98.17,20,Snowy,1,103.45,Winter,0,83,2022,2,14,Monday,78.536
4420,2022-02-14,S002,P0001,Groceries,South,418,120,0,81.61,5,Cloudy,0,76.4,Winter,0,100,2022,2,14,Monday,77.5295
4421,2022-02-14,S002,P0002,Toys,South,382,126,0,28.61,25,Cloudy,1,34.43,Winter,0,141,2022,2,14,Monday,21.4575
4422,2022-02-14,S002,P0003,Groceries,South,189,137,0,95.82,0,Cloudy,0,115.69,Winter,0,153,2022,2,14,Monday,95.82
4423,2022-02-14,S002,P0004,Groceries,South,266,107,288,36.05,15,Cloudy,1,39.96,Winter,0,100,2022,2,14,Monday,30.6425
4424,2022-02-14,S002,P0005,Electronics,South,120,97,649,93.94,20,Cloudy,1,83.07,Winter,0,157,2022,2,14,Monday,75.152
4425,2022-02-14,S002,P0006,Clothing,South,86,86,83,67.28,0,Cloudy,0,78.88,Winter,0,103,2022,2,14,Monday,67.28
4426,2022-02-14,S002,P0007,Toys,South,458,109,480,27.51,20,Cloudy,1,31.98,Winter,0,157,2022,2,14,Monday,22.008000000000003
4427,2022-02-14,S002,P0008,Groceries,South,116,116,200,33.01,10,Cloudy,1,32.73,Winter,0,204,2022,2,14,Monday,29.709
4428,2022-02-14,S002,P0009,Groceries,South,247,93,240,57.95,15,Cloudy,1,57.39,Winter,0,110,2022,2,14,Monday,49.2575
4429,2022-02-14,S002,P0010,Groceries,South,120,3,0,58.09,10,Cloudy,1,53.62,Winter,0,4,2022,2,14,Monday,52.281000000000006
4430,2022-02-14,S002,P0011,Groceries,South,480,113,406,95.06,15,Cloudy,1,103.35,Winter,0,151,2022,2,14,Monday,80.801
4431,2022-02-14,S002,P0012,Electronics,South,455,50,0,56.17,10,Cloudy,0,59.8,Winter,0,67,2022,2,14,Monday,50.553000000000004
4432,2022-02-14,S002,P0013,Groceries,South,325,121,0,22.37,10,Cloudy,0,19.63,Winter,0,117,2022,2,14,Monday,20.133000000000003
4433,2022-02-14,S002,P0014,Electronics,South,689,103,0,122.29,15,Cloudy,1,109.09,Winter,0,124,2022,2,14,Monday,103.9465
4434,2022-02-14,S002,P0015,Clothing,South,113,113,893,68.09,25,Cloudy,1,75.18,Winter,0,192,2022,2,14,Monday,51.0675
4435,2022-02-14,S002,P0016,Clothing,South,385,139,0,90.41,20,Cloudy,1,88.33,Winter,0,159,2022,2,14,Monday,72.328
4436,2022-02-14,S002,P0017,Toys,South,438,104,293,22.62,0,Cloudy,0,24.28,Winter,0,119,2022,2,14,Monday,22.62
4437,2022-02-14,S002,P0018,Clothing,South,108,75,87,23.41,10,Cloudy,0,28.13,Winter,0,76,2022,2,14,Monday,21.069
4438,2022-02-14,S002,P0019,Clothing,South,486,111,0,104.46,10,Cloudy,1,93.39,Winter,0,173,2022,2,14,Monday,94.014
4439,2022-02-14,S002,P0020,Furniture,South,219,100,0,130.77,15,Cloudy,1,142.88,Winter,0,127,2022,2,14,Monday,111.1545
4440,2022-02-14,S003,P0001,Toys,East,389,164,0,18.45,10,Sunny,0,16.47,Winter,0,142,2022,2,14,Monday,16.605
4441,2022-02-14,S003,P0002,Groceries,East,534,272,780,72.45,15,Sunny,1,72.07,Winter,0,231,2022,2,14,Monday,61.5825
4442,2022-02-14,S003,P0003,Electronics,East,203,121,140,107.48,0,Sunny,0,92.23,Winter,0,137,2022,2,14,Monday,107.48
4443,2022-02-14,S003,P0004,Groceries,East,804,68,0,21.48,10,Sunny,1,20.25,Winter,0,92,2022,2,14,Monday,19.332
4444,2022-02-14,S003,P0005,Toys,East,593,150,0,26.05,20,Sunny,1,25.15,Winter,0,204,2022,2,14,Monday,20.840000000000003
4445,2022-02-14,S003,P0006,Toys,East,93,93,100,37.39,10,Sunny,0,36.32,Winter,0,97,2022,2,14,Monday,33.651
4446,2022-02-14,S003,P0007,Groceries,East,653,113,0,17.3,15,Sunny,1,19.87,Winter,0,173,2022,2,14,Monday,14.705
4447,2022-02-14,S003,P0008,Clothing,East,340,134,0,102.97,25,Sunny,1,100.34,Winter,0,134,2022,2,14,Monday,77.22749999999999
4448,2022-02-14,S003,P0009,Groceries,East,119,103,149,53.37,10,Sunny,1,59.46,Winter,0,126,2022,2,14,Monday,48.033
4449,2022-02-14,S003,P0010,Groceries,East,167,136,200,40.96,25,Sunny,1,36.87,Winter,0,196,2022,2,14,Monday,30.72
4450,2022-02-14,S003,P0011,Electronics,East,401,174,0,142.64,10,Sunny,1,126.51,Winter,0,160,2022,2,14,Monday,128.376
4451,2022-02-14,S003,P0012,Furniture,East,256,56,0,97.49,5,Sunny,0,96.14,Winter,0,71,2022,2,14,Monday,92.6155
4452,2022-02-14,S003,P0013,Groceries,East,952,199,0,93.72,10,Sunny,0,87.53,Winter,0,206,2022,2,14,Monday,84.348
4453,2022-02-14,S003,P0014,Groceries,East,440,121,0,93.91,10,Sunny,1,92.34,Winter,0,111,2022,2,14,Monday,84.519
4454,2022-02-14,S003,P0015,Groceries,East,766,108,0,97.57,15,Sunny,1,95.7,Winter,0,132,2022,2,14,Monday,82.93449999999999
4455,2022-02-14,S003,P0016,Electronics,East,495,216,553,125.17,20,Sunny,1,143.77,Winter,0,263,2022,2,14,Monday,100.13600000000001
4456,2022-02-14,S003,P0017,Furniture,East,333,68,0,124.64,0,Sunny,0,150.57,Winter,0,82,2022,2,14,Monday,124.64
4457,2022-02-14,S003,P0018,Furniture,East,0,0,0,110.42,10,Sunny,0,132.82,Winter,0,50,2022,2,14,Monday,99.378
4458,2022-02-14,S003,P0019,Groceries,East,119,119,252,59.9,25,Sunny,1,56.4,Winter,0,212,2022,2,14,Monday,44.925
4459,2022-02-14,S003,P0020,Clothing,East,789,142,0,69.36,20,Sunny,1,81.78,Winter,0,145,2022,2,14,Monday,55.488
4460,2022-02-14,S004,P0001,Groceries,West,8,8,505,12.03,5,Cloudy,0,12.76,Winter,0,141,2022,2,14,Monday,11.4285
4461,2022-02-14,S004,P0002,Groceries,West,457,133,0,18.06,25,Cloudy,1,21.16,Winter,0,154,2022,2,14,Monday,13.544999999999998
4462,2022-02-14,S004,P0003,Furniture,West,459,96,0,148.25,0,Cloudy,0,159.96,Winter,0,91,2022,2,14,Monday,148.25
4463,2022-02-14,S004,P0004,Groceries,West,667,82,0,42.77,25,Cloudy,1,47.89,Winter,0,116,2022,2,14,Monday,32.0775
4464,2022-02-14,S004,P0005,Clothing,West,166,155,222,92.3,10,Cloudy,1,88.1,Winter,0,196,2022,2,14,Monday,83.07
4465,2022-02-14,S004,P0006,Groceries,West,342,92,263,42.41,5,Cloudy,0,39.55,Winter,0,146,2022,2,14,Monday,40.2895
4466,2022-02-14,S004,P0007,Groceries,West,86,61,0,22.43,25,Cloudy,1,19.83,Winter,0,95,2022,2,14,Monday,16.822499999999998
4467,2022-02-14,S004,P0008,Furniture,West,118,81,102,93.4,15,Cloudy,1,107.51,Winter,0,106,2022,2,14,Monday,79.39
4468,2022-02-14,S004,P0009,Clothing,West,438,103,0,128.76,10,Cloudy,1,122.47,Winter,0,149,2022,2,14,Monday,115.884
4469,2022-02-14,S004,P0010,Groceries,West,507,105,0,28.59,10,Cloudy,1,24.82,Winter,0,147,2022,2,14,Monday,25.731
4470,2022-02-14,S004,P0011,Clothing,West,718,114,0,63.62,10,Cloudy,1,76.16,Winter,0,151,2022,2,14,Monday,57.257999999999996
4471,2022-02-14,S004,P0012,Electronics,West,148,74,134,112.39,10,Cloudy,0,124.25,Winter,0,120,2022,2,14,Monday,101.151
4472,2022-02-14,S004,P0013,Groceries,West,590,130,0,22.12,5,Cloudy,0,21.1,Winter,0,121,2022,2,14,Monday,21.014
4473,2022-02-14,S004,P0014,Furniture,West,146,146,309,183.92,15,Cloudy,1,175.94,Winter,0,138,2022,2,14,Monday,156.332
4474,2022-02-14,S004,P0015,Furniture,West,136,74,314,87.3,25,Cloudy,1,86.18,Winter,0,114,2022,2,14,Monday,65.475
4475,2022-02-14,S004,P0016,Furniture,West,102,46,0,100.53,15,Cloudy,1,96.35,Winter,0,61,2022,2,14,Monday,85.4505
4476,2022-02-14,S004,P0017,Clothing,West,133,133,176,116.05,10,Cloudy,0,104.82,Winter,0,172,2022,2,14,Monday,104.445
4477,2022-02-14,S004,P0018,Furniture,West,95,51,61,139.7,10,Cloudy,0,152.77,Winter,0,63,2022,2,14,Monday,125.72999999999999
4478,2022-02-14,S004,P0019,Clothing,West,182,122,210,65.41,20,Cloudy,1,61.25,Winter,0,184,2022,2,14,Monday,52.328
4479,2022-02-14,S004,P0020,Furniture,West,209,103,0,115.09,25,Cloudy,1,122.73,Winter,0,122,2022,2,14,Monday,86.3175
4480,2022-02-14,S005,P0001,Groceries,North,161,51,119,10.78,0,Snowy,0,12.79,Winter,0,67,2022,2,14,Monday,10.78
4481,2022-02-14,S005,P0002,Electronics,North,235,82,0,40.81,10,Snowy,1,48.53,Winter,0,123,2022,2,14,Monday,36.729000000000006
4482,2022-02-14,S005,P0003,Toys,North,166,62,79,29.77,0,Snowy,0,31.75,Winter,0,90,2022,2,14,Monday,29.77
4483,2022-02-14,S005,P0004,Groceries,North,181,117,94,6.1,25,Snowy,1,6.47,Winter,0,115,2022,2,14,Monday,4.574999999999999
4484,2022-02-14,S005,P0005,Groceries,North,210,146,434,20.28,10,Snowy,1,24.25,Winter,0,213,2022,2,14,Monday,18.252000000000002
4485,2022-02-14,S005,P0006,Groceries,North,924,65,0,61.19,0,Snowy,0,54.36,Winter,0,91,2022,2,14,Monday,61.19
4486,2022-02-14,S005,P0007,Groceries,North,613,219,0,92.84,25,Snowy,1,83.24,Winter,0,229,2022,2,14,Monday,69.63
4487,2022-02-14,S005,P0008,Groceries,North,103,103,122,49.14,25,Snowy,1,52.87,Winter,0,111,2022,2,14,Monday,36.855000000000004
4488,2022-02-14,S005,P0009,Groceries,North,393,122,380,83.85,25,Snowy,1,79.65,Winter,0,131,2022,2,14,Monday,62.887499999999996
4489,2022-02-14,S005,P0010,Groceries,North,994,98,0,56.5,15,Snowy,1,51.0,Winter,0,115,2022,2,14,Monday,48.025
4490,2022-02-14,S005,P0011,Electronics,North,447,74,0,63.07,20,Snowy,1,59.14,Winter,0,74,2022,2,14,Monday,50.456
4491,2022-02-14,S005,P0012,Furniture,North,602,77,0,122.35,10,Snowy,0,112.76,Winter,0,74,2022,2,14,Monday,110.115
4492,2022-02-14,S005,P0013,Groceries,North,203,87,0,70.9,0,Snowy,0,75.22,Winter,0,83,2022,2,14,Monday,70.9
4493,2022-02-14,S005,P0014,Furniture,North,374,104,0,147.89,15,Snowy,1,161.89,Winter,0,89,2022,2,14,Monday,125.70649999999999
4494,2022-02-14,S005,P0015,Groceries,North,342,129,0,51.41,20,Snowy,1,46.29,Winter,0,164,2022,2,14,Monday,41.128
4495,2022-02-14,S005,P0016,Toys,North,709,146,0,31.51,20,Snowy,1,38.03,Winter,0,132,2022,2,14,Monday,25.208000000000002
4496,2022-02-14,S005,P0017,Toys,North,124,36,0,27.95,10,Snowy,0,31.5,Winter,0,43,2022,2,14,Monday,25.155
4497,2022-02-14,S005,P0018,Clothing,North,114,73,130,23.08,5,Snowy,0,21.03,Winter,0,113,2022,2,14,Monday,21.926
4498,2022-02-14,S005,P0019,Furniture,North,112,61,0,125.43,20,Snowy,1,109.6,Winter,0,94,2022,2,14,Monday,100.34400000000001
